propertytype;listingtype;averagedailyrate;occupancyrateltm;numberofbookingsltm;numberofreviews;bedrooms;bathrooms;maxguests;cancellationpolicy;securitydeposit;cleaningfee;extrapeoplefee;publishednightlyrate;publishedmonthlyrate;publishedweeklyrate;minimumstay;numberofphotos;city_num;rating
Apartment;Private room;50;0;1;0;1;1;1;Flexible;;;;50;1100;300;1;5;75;
Apartment;Entire home/apt;509;1;12;8;3;2;3;Strict;500;200;;283;10000;3500;30;18;75;4
House;Entire home/apt;;;0;0;3;2;9;Flexible;;;;200;5600;1400;4;11;53;
Apartment;Private room;87;1;19;17;1;1;2;Strict;250;20;;75;2100;421;1;17;53;3
House;Private room;;;0;0;1;1;2;Moderate;;25;10;50;1516;390;0;0;53;
Apartment;Entire home/apt;;;0;0;1;3;10;Strict;500;125;;2000;56000;13250;2;2;75;
Apartment;Private room;90;0;2;0;1;1;2;Flexible;;;;90;2520;630;1;3;75;
House;Private room;60;1;11;0;1;1;3;Moderate;;;15;55;1540;385;1;6;75;
Apartment;Entire home/apt;216;0;14;22;1;1;2;Strict;150;60;;189;3950;1240;2;18;45;4
House;Private room;53;1;9;6;1;1;2;Flexible;;10;;50;1400;350;1;11;53;4
Apartment;Entire home/apt;;;0;0;1;1;2;Flexible;;;;80;2382;560;1;1;68;
Apartment;Private room;92;0;1;23;1;2;1;Strict;150;25;;79;2212;680;2;5;75;4
Condominium;Entire home/apt;448;0;3;;1;2;2;Strict;;150;;395;11724;2765;1;;75;
Apartment;Entire home/apt;154;1;1;1;1;1;3;Moderate;500;60;;175;3800;1100;2;8;75;4
House;Shared room;;;0;0;1;2;1;Strict;;100;;69;980;350;1;1;5;
House;Private room;78;0;3;3;1;1;2;Flexible;;;;88;2464;616;1;5;53;4
House;Entire home/apt;;;0;0;0;3;10;Moderate;5000;300;;1500;42000;10500;1;20;53;
Apartment;Entire home/apt;92;1;8;5;1;1;3;Strict;95;75;35;99;1600;482;2;7;8;4
House;Private room;84;1;2;12;1;1;2;Strict;200;40;30;73;2182;511;2;18;75;
Apartment;Private room;87;1;15;12;1;1;1;Flexible;100;30;;71;1988;497;1;5;75;4
Apartment;Entire home/apt;;;0;0;1;1;3;Flexible;;50;;250;7000;1750;2;6;75;
Apartment;Entire home/apt;131;1;26;24;2;2;6;Moderate;150;30;10;110;2350;700;2;28;26;4
Apartment;Private room;81;0;2;6;1;2;1;Moderate;;35;;95;2660;700;3;6;75;3
House;Entire home/apt;696;1;12;6;5;3;11;Moderate;;95;;885;24780;6195;2;22;75;3
Apartment;Entire home/apt;112;1;4;1;1;1;3;Strict;;50;;99;2772;693;2;6;19;2
Condominium;Private room;139;0;6;0;1;1;2;Moderate;;25;;95;2341;600;1;6;53;4
Apartment;Private room;150;1;1;0;1;1;2;Flexible;;;;150;4452;1050;1;1;75;
Apartment;Entire home/apt;357;0;5;1;2;2;6;Moderate;250;112;;350;15000;4000;2;24;75;4
House;Private room;99;0;2;0;1;1;2;Flexible;;;;99;2772;693;1;3;75;
Apartment;Entire home/apt;142;1;1;1;0;1;2;Flexible;150;50;;135;3780;1050;5;6;75;4
House;Private room;;;0;1;1;2;2;Flexible;;;;100;1096;300;1;0;32;
Apartment;Private room;;;0;0;1;2;2;Flexible;95;10;;95;2820;0;1;0;75;
House;Entire home/apt;;;0;3;1;1;2;Moderate;;40;;65;1951;0;14;0;53;3
House;Private room;48;1;1;0;1;1;1;Flexible;;8;;48;1344;336;1;13;50;
House;Private room;72;1;103;86;1;1;2;Flexible;100;20;30;45;1260;315;1;3;75;4
Apartment;Entire home/apt;211;1;14;3;0;1;3;Strict;;65;;225;6300;1575;2;11;75;4
House;Shared room;;;0;0;1;2;1;Flexible;100;;;25;;;25;1;46;
Apartment;Entire home/apt;170;0;1;0;1;1;4;Flexible;500;;;170;4760;1190;1;9;75;
Apartment;Entire home/apt;;;0;0;1;1;2;Flexible;;;;300;8400;2100;1;1;68;
Apartment;Private room;52;1;9;0;1;1;2;Flexible;;;;50;1400;350;5;15;8;
Apartment;Entire home/apt;384;1;28;12;2;2;4;Strict;500;120;;350;9800;2450;3;22;75;3
House;Entire home/apt;;;0;0;3;1;7;Flexible;1000;75;20;600;16800;4200;4;3;79;
House;Private room;100;0;2;4;1;2;2;Flexible;;;;100;2800;700;1;5;75;2
Condominium;Entire home/apt;;;0;0;1;2;4;Strict;;99;;290;8120;2030;2;24;75;
House;Entire home/apt;;;0;0;3;3;6;Strict;;;;800;22400;5600;4;10;68;
Loft;Entire home/apt;;;0;0;0;1;6;Flexible;;;;1250;35000;8750;3;12;75;
Apartment;Private room;;;0;0;1;1;2;Moderate;150;50;;146;4333;950;2;0;75;
House;Private room;;;0;;1;1;3;Strict;;;;60;1807;420;3;;44;
Apartment;Entire home/apt;;;0;0;2;2;4;Moderate;100;75;;79;2137;500;5;0;53;
House;Shared room;;;0;1;1;2;4;Strict;;7;38;25;1095;0;1;0;75;
House;Entire home/apt;;;0;0;3;3;4;Flexible;200;80;;120;2341;666;0;0;33;
"Bed &amp; Breakfast";Private room;95;0;3;0;1;1;2;Moderate;;;;95;2660;665;1;14;44;
Apartment;Entire home/apt;180;0;3;2;1;1;3;Moderate;;;;180;3816;1175;3;9;75;
Apartment;Entire home/apt;;;0;0;2;1;6;Flexible;;;;450;12600;3150;1;10;53;
Apartment;Entire home/apt;134;1;23;189;1;1;2;Moderate;250;50;;125;3500;875;4;40;75;3
Apartment;Entire home/apt;232;1;8;5;3;1;6;Strict;400;75;20;259;6100;1393;1;21;75;1
Townhouse;Private room;100;0;1;0;1;1;2;Flexible;;;;100;2800;700;1;8;75;
Apartment;Private room;;;0;0;1;1;2;Flexible;250;75;;100;2800;700;2;10;75;
House;Entire home/apt;;;0;0;5;2;12;Flexible;;;;1400;39200;9800;5;21;75;
"Bed &amp; Breakfast";Private room;108;1;7;13;1;1;2;Flexible;;;10;75;2430;690;1;13;44;4
House;Entire home/apt;103;1;4;10;1;1;2;Strict;400;90;;100;2000;600;7;20;72;4
Apartment;Entire home/apt;;;0;27;1;1;2;Strict;350;22;;184;5461;0;2;0;75;4
House;Entire home/apt;;;0;;3;2;5;Strict;350;150;;132;3445;800;5;;72;
Apartment;Entire home/apt;296;1;8;11;2;1;4;Flexible;;60;10;189;5610;1323;2;13;75;4
House;Private room;100;0;1;0;1;1;2;Flexible;;;;100;1200;400;2;3;58;
Townhouse;Private room;83;0;5;0;1;1;1;Moderate;;25;;75;2100;525;7;4;79;
Camper/RV;Private room;;;0;2;1;0;2;Moderate;100;15;;38;1064;266;1;26;16;4
House;Entire home/apt;235;0;4;0;3;2;4;Strict;;100;;225;5900;1575;7;7;75;
Apartment;Private room;33;1;7;1;1;1;1;Flexible;95;15;;29;812;203;1;3;8;4
Apartment;Entire home/apt;;;0;6;1;1;2;Strict;400;100;;250;7000;1750;10;11;75;4
Apartment;Entire home/apt;223;0;14;12;1;1;2;Strict;150;50;;169;4732;1183;2;12;;4
Apartment;Private room;200;0;1;0;1;1;2;Flexible;;;;200;5600;1400;1;4;75;
Apartment;Entire home/apt;285;1;1;2;1;2;2;Moderate;1000;;;285;7980;1995;2;4;75;4
House;Entire home/apt;;;0;;0;1;2;Moderate;100;10;10;110;3265;770;4;;8;
Apartment;Shared room;87;0;9;0;1;1;2;Flexible;;10;;100;2756;700;1;5;75;
House;Entire home/apt;;;0;0;3;2;6;Flexible;350;120;25;199;5406;1360;1;0;75;
Apartment;Entire home/apt;229;1;6;15;1;1;4;Moderate;;;;245;4200;1750;3;6;75;2
House;Private room;59;1;14;11;1;1;2;Flexible;;25;;59;1390;375;3;13;8;3
Apartment;Private room;;;0;1;1;1;1;Flexible;;;;200;2034;750;7;0;75;
House;Entire home/apt;105;0;2;1;1;1;2;Flexible;365;15;;100;2800;700;1;25;75;
Apartment;Entire home/apt;123;1;18;28;1;1;2;Strict;;;;115;3220;805;4;8;75;4
House;Entire home/apt;;;0;;3;1;6;Strict;;70;;120;3562;840;7;;25;
House;Entire home/apt;287;0;33;41;1;1;2;Strict;500;125;;250;7000;1750;2;16;9;4
House;Private room;;;0;;1;1;2;Flexible;;;;130;3858;910;1;;75;
House;Entire home/apt;118;1;8;7;1;1;2;Flexible;1000;75;;120;2500;750;2;4;53;4
House;Private room;70;0;6;0;1;1;2;Moderate;100;10;20;899;25172;6293;1;9;30;
Loft;Private room;100;1;3;28;1;2;2;Moderate;200;30;;98;1250;686;7;15;75;3
Apartment;Private room;;;0;;1;2;2;Flexible;;250;20;70;1724;450;1;;53;
House;Private room;67;1;10;5;1;1;2;Flexible;95;35;;65;800;400;1;2;57;4
Condominium;Entire home/apt;201;1;104;76;1;1;3;Moderate;;90;;150;4200;1200;1;21;8;4
Apartment;Entire home/apt;95;1;17;13;0;1;2;Moderate;;35;;95;1995;647;2;26;1;4
Apartment;Entire home/apt;130;1;7;25;1;1;2;Moderate;;;;130;3200;875;14;5;75;4
Apartment;Entire home/apt;98;0;5;4;1;1;4;Strict;200;70;20;88;2464;616;1;11;73;4
Apartment;Entire home/apt;;;0;1;1;1;3;Flexible;;30;;160;4749;0;2;0;75;
Apartment;Private room;;;0;6;1;1;1;Flexible;;;;95;2624;595;12;7;75;3
House;Entire home/apt;3285;1;14;1;6;5;16;Strict;2500;500;;2400;67200;16800;3;50;75;4
Apartment;Entire home/apt;153;1;22;0;1;1;2;Flexible;;50;;250;7000;1750;1;11;75;
House;Entire home/apt;188;1;5;2;2;1;5;Flexible;;100;;180;5040;1260;4;7;53;4
House;Entire home/apt;125;1;1;2;1;1;4;Moderate;;;;125;3710;750;4;8;8;
House;Entire home/apt;425;1;1;3;4;3;7;Moderate;1000;120;;425;11900;2975;3;26;8;4
House;Private room;;;0;;1;2;1;Strict;;20;;55;1661;385;1;;8;
Condominium;Private room;150;1;1;0;1;1;2;Strict;500;50;;75;2100;525;1;14;75;
Apartment;Entire home/apt;190;1;3;2;0;1;2;Strict;;58;;100;2800;762;1;8;75;4
Apartment;Private room;;;0;0;1;1;2;Moderate;;;;89;2642;0;14;0;79;
Apartment;Entire home/apt;;;0;0;1;1;4;Flexible;;;;499;13972;3493;1;5;75;
Apartment;Entire home/apt;79;1;2;25;1;1;2;Strict;150;50;;60;1807;420;3;;8;3
House;Entire home/apt;;;0;;3;2;6;Strict;150;75;;250;7420;1750;3;;53;
Apartment;Entire home/apt;120;0;3;1;1;1;3;Flexible;;;;120;2200;700;1;8;53;4
Apartment;Entire home/apt;;;0;0;1;1;5;Flexible;100;;30;200;5600;1400;2;5;75;
House;Private room;103;1;4;2;1;1;2;Moderate;;;;95;1650;460;1;12;75;
Townhouse;Entire home/apt;;;0;;3;2;6;Flexible;;;;300;8904;2100;6;;75;
Apartment;Entire home/apt;;;0;0;2;2;4;Flexible;;;;180;5040;1260;1;12;30;
Apartment;Shared room;;;0;0;1;2;1;Strict;;;;35;980;245;3;17;75;
Apartment;Entire home/apt;1033;0;1;1;2;2;4;Flexible;500;100;50;1000;28000;7000;1;13;75;4
Apartment;Entire home/apt;;;0;0;2;2;2;Flexible;;;;150;3180;900;2;0;75;
Apartment;Private room;62;1;24;34;1;1;1;Moderate;;35;;63;1449;379;10;12;8;3
House;Entire home/apt;379;1;8;4;3;3;5;Strict;400;250;100;325;9100;2275;3;30;75;4
Apartment;Entire home/apt;;;0;0;1;1;2;Flexible;;;;80;2240;560;1;6;79;
House;Private room;53;1;126;121;1;2;3;Flexible;100;;15;45;1260;315;1;7;82;4
Apartment;Private room;55;1;19;51;1;1;1;Strict;;;;56;1300;333;2;17;53;3
Apartment;Private room;158;1;1;1;1;1;1;Flexible;;;;158;4424;1100;7;6;75;4
Apartment;Entire home/apt;232;1;6;8;1;1;2;Strict;750;100;;195;5460;1365;3;20;75;4
Apartment;Entire home/apt;116;1;20;61;2;1;6;Strict;400;75;25;110;2800;725;4;25;8;2
Apartment;Shared room;;;0;0;1;0;1;Flexible;;;;1995;59212;0;1;0;75;
House;Private room;80;0;4;0;1;1;1;Moderate;;;;80;1800;500;2;19;53;
House;Entire home/apt;299;0;2;1;3;;4;Strict;500;120;;275;7700;1500;2;11;45;4
Apartment;Entire home/apt;209;1;3;2;2;1;4;Moderate;;30;;220;6160;1540;1;16;75;4
House;Shared room;61;1;27;25;1;1;1;Strict;500;30;;49;1372;343;1;10;75;4
Apartment;Entire home/apt;320;1;27;19;3;2;6;Strict;;100;;300;8400;1900;3;26;75;4
Apartment;Shared room;70;0;1;0;1;1;1;Flexible;;;;70;1960;490;1;2;75;
Dorm;Shared room;40;1;1;8;1;2;4;Moderate;;30;35;40;1201;280;14;6;75;3
Apartment;Entire home/apt;178;1;6;5;1;2;2;Flexible;;15;;125;3500;875;1;18;75;4
Apartment;Entire home/apt;323;0;10;14;1;1;2;Moderate;250;75;;315;8500;2200;3;23;75;4
Loft;Entire home/apt;;;0;1;2;2;4;Flexible;100;100;;260;4664;1600;1;0;75;
Apartment;Entire home/apt;;;0;0;1;2;2;Flexible;175;50;;350;4770;2000;1;0;45;
Apartment;Private room;81;0;1;0;1;1;1;Moderate;;15;;90;2520;630;1;11;79;
Apartment;Private room;97;1;7;3;1;1;2;Strict;;50;;80;2000;560;3;11;75;4
House;Entire home/apt;;;0;0;5;6;10;Strict;;;;3500;98000;24500;2;37;64;
Apartment;Entire home/apt;237;1;6;2;2;2;4;Moderate;100;80;100;220;4229;1020;2;1;75;
Apartment;Private room;;;0;1;1;1;2;Flexible;;50;50;200;5600;1400;1;26;75;4
Apartment;Entire home/apt;122;1;4;0;0;1;2;Flexible;300;40;;149;4172;1043;1;13;75;
House;Entire home/apt;165;0;8;9;1;1;2;Moderate;500;25;;175;4900;1225;1;21;45;4
House;Entire home/apt;;;0;26;1;1;3;Strict;360;80;35;180;4452;1260;2;;75;3
Loft;Entire home/apt;378;1;0;;2;2;4;Flexible;;50;;372;11041;1860;2;;75;
Apartment;Entire home/apt;267;1;12;28;1;1;2;Moderate;300;;;175;4900;1225;2;16;75;4
House;Private room;94;1;36;41;1;1;2;Strict;;25;;90;1575;490;1;8;8;3
House;Entire home/apt;393;0;7;6;2;2;6;Moderate;1000;260;50;325;8500;2275;3;29;75;4
Apartment;Private room;52;0;1;0;1;1;3;Flexible;;;;52;1456;364;1;8;77;
Apartment;Entire home/apt;;;0;1;1;1;1;Moderate;250;50;;120;3562;0;4;0;75;
House;Private room;;;0;0;1;1;1;Flexible;;;;45;1260;315;1;6;33;
House;Private room;66;0;15;15;1;1;1;Flexible;1200;13;;60;420;1550;1;10;24;4
House;Entire home/apt;667;1;12;4;6;3;14;Moderate;;125;;990;27720;6930;2;25;75;3
"Bed &amp; Breakfast";Private room;286;0;27;1;1;1;5;Strict;;;;295;5850;1650;2;30;59;4
Apartment;Entire home/apt;;;0;4;2;2;5;Strict;;;;500;14840;0;1;0;75;4
Apartment;Entire home/apt;;;0;0;1;1;3;Flexible;200;75;;299;8372;2093;2;6;75;
House;Private room;51;1;8;7;1;1;1;Strict;;28;;45;1260;315;2;10;19;3
Apartment;Entire home/apt;160;1;37;31;0;1;2;Strict;300;100;;150;3500;1000;3;12;75;3
Apartment;Private room;;;0;3;1;1;2;Strict;1000;40;15;110;1827;700;2;0;75;4
House;Private room;132;1;3;2;1;2;3;Moderate;1300;90;;105;2940;735;1;12;75;3
"Bed &amp; Breakfast";Private room;181;0;22;5;1;1;2;Strict;;;35;180;5040;1260;1;2;75;3
Apartment;Entire home/apt;;;0;3;1;1;4;Moderate;;50;5;109;2650;690;0;0;8;
House;Entire home/apt;197;0;17;50;2;1;6;Strict;500;60;40;189;4000;1350;2;47;75;4
House;Private room;;;0;5;1;1;4;Strict;;30;10;105;2443;650;1;0;53;3
Townhouse;Entire home/apt;223;0;3;4;2;2;5;Moderate;500;60;;215;6020;1505;1;17;79;2
Apartment;Entire home/apt;140;0;12;5;1;1;3;Moderate;250;60;;150;4200;1050;3;15;8;4
Apartment;Entire home/apt;326;0;5;70;3;1;5;Strict;400;125;25;295;8480;2500;2;37;75;4
Condominium;Private room;;;0;0;1;1;2;Strict;100;100;;199;5572;1393;1;3;75;
House;Private room;;;0;0;1;1;1;Flexible;250;50;;125;1500;500;1;1;34;
Apartment;Entire home/apt;487;0;3;4;2;1;6;Strict;500;125;50;329;4500;6925;3;17;75;2
Townhouse;Private room;70;0;3;1;1;1;4;Flexible;100;10;20;75;2100;525;2;3;75;
House;Private room;84;1;39;30;1;1;2;Flexible;150;30;;70;1960;490;2;5;19;4
House;Private room;110;0;1;1;1;1;3;Strict;;;;110;3265;770;1;5;79;
House;Entire home/apt;249;1;3;1;2;1;3;Strict;800;40;50;160;4480;650;3;5;86;4
Apartment;Entire home/apt;;;0;0;1;1;2;Flexible;;40;;80;2382;550;2;0;53;
House;Entire home/apt;136;0;1;2;0;1;2;Strict;250;50;;125;3500;875;2;9;45;3
Apartment;Entire home/apt;132;1;4;0;0;1;2;Flexible;150;40;;120;3360;840;2;1;75;
Apartment;Private room;107;0;5;6;1;1;2;Strict;;;20;108;3024;756;2;13;75;4
Apartment;Entire home/apt;;;0;;1;1;2;Flexible;;;;250;7420;1750;1;;75;
House;Private room;65;1;12;23;1;0;1;Moderate;;25;;59;1730;470;2;15;79;4
Apartment;Private room;;;0;0;1;1;2;Flexible;;;;79;2212;553;2;6;75;
Apartment;Entire home/apt;;;0;0;2;1;6;Flexible;;;;490;13720;3430;3;13;75;
House;Private room;95;0;10;21;1;1;2;Moderate;;;20;95;1800;650;2;15;53;4
Apartment;Shared room;;;0;0;1;2;3;Flexible;;;;39;1092;273;1;1;8;
Apartment;Entire home/apt;544;1;1;0;1;1;3;Flexible;400;150;;600;16800;4200;6;3;75;
Apartment;Entire home/apt;237;1;13;0;2;2;4;Moderate;250;90;;195;5460;1365;2;3;75;
House;Private room;71;1;14;10;1;2;2;Flexible;;;;75;1200;350;7;15;8;4
House;Private room;25;0;6;0;1;1;2;Flexible;;;;25;175;700;1;9;53;
Apartment;Private room;149;0;5;0;1;1;2;Flexible;;35;;159;4719;1113;1;18;75;2
House;Entire home/apt;222;0;2;2;2;1;5;Strict;200;175;;200;5600;1400;4;7;9;3
House;Private room;;;0;0;1;1;1;Flexible;;;;150;4452;0;1;0;75;
Apartment;Entire home/apt;;;0;0;1;1;2;Moderate;200;100;;120;3360;840;2;18;8;
House;Private room;;;0;0;1;1;2;Moderate;;25;;49;1372;343;7;11;53;
Apartment;Entire home/apt;;;0;1;1;1;2;Moderate;;90;;160;4480;1120;7;5;75;4
Apartment;Entire home/apt;167;0;1;2;1;1;2;Flexible;;50;;160;4480;1050;4;19;75;4
Apartment;Entire home/apt;;;0;0;3;1;5;Moderate;300;62;25;199;5906;1393;2;23;75;
Apartment;Private room;;;0;0;1;1;2;Flexible;200;20;;100;2968;0;1;0;75;
Apartment;Private room;133;0;1;0;1;1;2;Flexible;150;50;;120;3360;840;3;4;75;
Apartment;Private room;54;1;12;4;1;1;2;Strict;;;;60;1680;420;2;1;8;4
Apartment;Entire home/apt;137;1;8;11;1;1;3;Moderate;100;30;;150;4200;1050;3;16;75;4
House;Entire home/apt;100;1;4;36;1;1;4;Moderate;200;;10;100;2500;630;7;15;8;3
Apartment;Entire home/apt;;;0;0;0;1;2;Flexible;;50;;130;3640;910;2;5;75;
House;Private room;86;0;7;6;1;1;2;Moderate;;10;;80;2240;560;1;5;75;3
Apartment;Private room;55;0;4;4;1;1;2;Moderate;;;;55;850;350;1;6;53;4
House;Private room;;;0;0;1;1;4;Flexible;;;;195;5460;1365;1;4;75;
House;Entire home/apt;232;1;30;10;3;1;5;Moderate;200;75;25;200;5600;1400;2;15;75;3
Apartment;Entire home/apt;369;1;36;41;2;1;4;Moderate;400;125;20;225;6300;1575;2;25;75;3
Apartment;Entire home/apt;395;1;36;96;2;1;4;Moderate;;120;;395;8375;2199;5;23;75;4
Apartment;Entire home/apt;207;1;5;21;1;1;3;Strict;;80;;230;4000;1610;3;11;75;3
Apartment;Private room;;;0;1;1;1;2;Moderate;;100;10;120;2550;725;1;0;75;
Apartment;Private room;;;0;4;1;1;1;Flexible;;;;85;2382;560;0;0;75;2
Apartment;Entire home/apt;;;0;20;2;1;5;Strict;800;110;40;215;6307;1400;4;;75;3
House;Entire home/apt;;;0;0;6;5;12;Strict;5000;150;;7500;210000;52500;2;19;44;
Apartment;Private room;;;0;4;1;1;2;Flexible;;20;;106;1972;500;1;0;75;3
Apartment;Entire home/apt;;;0;0;1;1;2;Flexible;500;50;;950;26600;6650;3;1;75;
Apartment;Shared room;63;0;1;0;1;2;1;Flexible;;;;63;1764;441;2;13;75;
House;Entire home/apt;194;1;12;9;2;2;4;Moderate;250;85;;185;5180;1295;2;39;2;4
Apartment;Entire home/apt;220;0;26;38;1;1;3;Strict;400;80;35;195;4500;1200;2;13;75;4
Apartment;Private room;;;0;0;1;1;2;Moderate;;30;;85;2380;595;1;6;19;
Apartment;Private room;82;1;4;31;1;1;1;Strict;;25;;75;2100;595;7;30;75;4
Dorm;Private room;;;0;0;1;;2;Flexible;;;;150;4200;1050;1;5;75;
House;Private room;152;0;4;1;1;1;2;Moderate;;100;30;150;3500;1100;1;12;41;4
House;Private room;112;1;9;22;1;1;2;Strict;250;25;;110;2000;770;1;36;68;4
Apartment;Entire home/apt;179;0;13;20;1;1;2;Moderate;;30;;159;3350;1050;2;9;40;4
House;Entire home/apt;443;1;3;3;4;2;8;Strict;500;150;35;399;8995;2795;7;24;75;4
House;Private room;;;0;0;1;1;2;Flexible;;80;;69;1932;483;6;16;75;
House;Entire home/apt;486;1;4;3;3;2;11;Strict;500;125;;450;10000;2600;4;21;7;4
Apartment;Entire home/apt;181;0;1;0;0;1;3;Flexible;200;23;30;169;4732;1183;1;9;58;
House;Entire home/apt;328;1;4;0;1;2;4;Moderate;500;125;20;299;8372;2093;5;26;75;
House;Entire home/apt;124;1;20;33;1;1;3;Moderate;300;100;20;100;2000;700;2;12;8;2
Apartment;Private room;;;0;0;1;2;2;Strict;1200;96;;900;25200;6300;3;1;75;
House;Entire home/apt;;;0;0;2;1;3;Moderate;500;100;;555;15540;3885;2;15;53;
House;Entire home/apt;;;0;0;2;2;2;Flexible;;;;500;14000;3500;1;3;12;
House;Entire home/apt;199;1;55;35;1;1;2;Strict;;75;;150;2898;821;7;25;75;4
Apartment;Shared room;176;0;10;7;1;1;1;Strict;;5;;158;4689;1106;1;5;75;3
House;Entire home/apt;211;1;9;3;3;2;5;Moderate;;100;;198;5544;1386;2;25;8;4
Apartment;Entire home/apt;118;1;25;69;1;1;2;Strict;500;60;;125;3000;725;1;29;27;3
Apartment;Entire home/apt;224;1;37;16;1;1;4;Strict;;;;239;6692;1673;2;9;75;3
House;Private room;119;0;3;3;1;1;2;Strict;1375;100;;85;1375;500;5;39;8;1
Apartment;Private room;;;0;1;1;2;2;Moderate;;;;135;4007;0;4;0;75;
Apartment;Entire home/apt;360;1;19;38;3;2;5;Strict;;130;;335;7450;2050;3;22;75;4
House;Entire home/apt;;;0;0;2;2;5;Flexible;800;90;;300;8904;0;1;0;72;
House;Private room;;;0;138;1;2;2;Moderate;;;;108;3205;730;2;15;53;4
Apartment;Entire home/apt;;;0;0;1;1;2;Moderate;95;30;;100;2800;700;2;2;;
House;Private room;130;1;2;1;1;1;2;Flexible;300;;;60;1680;420;1;6;75;
House;Entire home/apt;900;0;8;4;3;3;6;Strict;1000;300;;800;22400;5600;3;16;75;4
Apartment;Entire home/apt;163;1;30;60;0;1;3;Moderate;;60;;148;3100;890;3;13;75;4
House;Private room;;;0;2;1;1;1;Flexible;;20;;30;840;210;1;4;8;4
House;Private room;133;1;60;61;1;1;2;Moderate;200;75;20;99;3500;693;2;8;75;4
Condominium;Entire home/apt;;;0;0;1;2;4;Flexible;;;;300;8400;2100;1;9;75;
Apartment;Entire home/apt;202;1;33;101;1;1;2;Moderate;200;20;;200;4000;1200;5;13;75;4
Apartment;Entire home/apt;240;0;1;0;1;1;2;Strict;200;100;;215;;;2;23;75;
House;Private room;138;1;46;36;1;1;4;Moderate;100;45;20;150;2700;800;1;12;75;3
"Bed &amp; Breakfast";Entire home/apt;151;1;232;357;1;1;2;Strict;;15;;150;3500;1000;1;14;45;4
Condominium;Entire home/apt;;;0;0;2;2;6;Flexible;;125;;500;14000;3500;3;22;19;
Apartment;Private room;;;0;0;1;2;2;Moderate;;99;49;109;2969;749;1;7;75;
House;Private room;96;0;8;15;1;1;2;Flexible;;15;;90;1985;575;2;22;53;4
Apartment;Entire home/apt;;;0;0;1;1;2;Strict;;50;;137;4066;900;4;0;75;
Apartment;Entire home/apt;209;1;51;17;2;2;7;Strict;300;75;36;170;4760;1120;1;15;75;4
Apartment;Entire home/apt;;;0;0;2;1;3;Flexible;500;100;;180;5040;1260;7;8;45;
House;Entire home/apt;;;0;0;3;5;2;Flexible;;;;350;5830;1500;1;6;31;
House;Private room;;;0;1;1;2;1;Flexible;;;;85;2380;595;1;3;75;4
House;Private room;99;1;7;0;1;1;2;Strict;;25;60;110;1920;585;1;11;75;
Apartment;Private room;152;0;3;0;1;1;1;Flexible;;50;;140;3920;980;1;13;75;
Apartment;Entire home/apt;;;0;9;1;2;3;Strict;150;78;25;199;5906;0;2;0;75;3
Apartment;Entire home/apt;209;0;12;9;1;1;2;Moderate;200;150;;175;7500;1900;1;11;75;4
Apartment;Entire home/apt;164;1;31;160;1;1;5;Moderate;400;50;10;145;4304;1015;1;42;75;4
Loft;Shared room;40;0;6;0;1;0;1;Flexible;;;;40;314;0;1;1;75;
Apartment;Entire home/apt;217;1;75;116;1;1;4;Strict;150;100;;185;5460;1365;3;19;75;4
Apartment;Entire home/apt;200;0;7;3;1;1;2;Flexible;;;;200;5600;1400;3;9;75;4
House;Private room;74;0;27;75;1;2;2;Flexible;100;20;10;70;1400;390;1;10;82;4
Apartment;Entire home/apt;;;0;0;4;1;8;Flexible;200;;;700;19600;4900;2;9;75;
Apartment;Entire home/apt;;;0;;1;2;2;Strict;500;65;;159;3816;950;8;;75;
House;Private room;88;0;12;3;1;1;2;Strict;100;60;28;75;2100;525;1;16;79;4
Apartment;Entire home/apt;176;1;5;21;1;1;2;Strict;100;50;;170;3800;1100;3;16;75;3
House;Entire home/apt;;;0;0;3;3;5;Moderate;1000;160;;877;24556;2500;5;24;75;
House;Private room;159;1;1;2;1;1;1;Moderate;;;;109;1288;763;7;2;6;4
Apartment;Entire home/apt;300;0;2;4;2;1;4;Moderate;200;200;;200;3500;1000;2;12;75;4
Apartment;Private room;156;1;32;27;1;1;2;Strict;500;120;15;120;3360;840;2;13;75;4
House;Entire home/apt;315;0;1;1;4;3;7;Flexible;750;200;;375;10500;2625;5;23;45;2
Apartment;Private room;;;0;1;1;2;1;Flexible;200;;;75;2100;525;6;6;;4
Condominium;Entire home/apt;;;0;2;1;1;4;Flexible;;;;125;3500;875;1;5;75;4
Apartment;Entire home/apt;;;0;3;2;1;4;Moderate;200;70;;165;4897;1155;4;12;75;4
Apartment;Entire home/apt;126;1;2;1;1;1;5;Flexible;;10;;115;3413;650;2;28;53;
Apartment;Private room;;;0;0;1;1;2;Flexible;150;;;85;570;2300;2;21;53;
Apartment;Entire home/apt;98;1;1;;1;1;4;Moderate;95;25;;80;2382;560;1;;53;
Apartment;Private room;127;1;2;0;1;1;2;Flexible;;;;100;1600;700;1;6;75;
House;Entire home/apt;;;0;0;2;2;4;Moderate;;;;1000;28000;7000;1;5;75;
Apartment;Private room;147;0;6;22;1;2;2;Moderate;200;100;30;145;3192;904;2;18;75;4
House;Entire home/apt;318;1;21;7;3;2;5;Flexible;;150;;250;7000;1750;1;24;75;4
Apartment;Entire home/apt;165;1;14;4;1;1;2;Moderate;250;60;;155;4340;1085;3;5;75;4
House;Entire home/apt;;;0;0;2;2;4;Flexible;100;20;;99;2772;600;1;19;16;
